full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Andrea King,FA179C2391,West Africa,Senegal,"Youssef Msakni, Seifeddine Jaziri",True,68,72.86,11108069.14,"EUR 12,499,789.14 - Wilfried Zaha",High Base + Short Duration,andrea.king@barton-benson.com,+221865554260,4.39,8,"Spanish, French","Talent Scouting, Player Marketing, Youth Development",2024-10-02,Greene-Watson
Ricardo Flores,FAB38045C1,West Africa,Mauritania,"Patson Daka, Chancel Mbemba",True,48,65.71,14845153.3,"EUR 22,283,030.59 - Aymen Balbouli",Revenue-sharing from Transfers,ricardo.flores@white.com,+222678769205,3.91,25,"Portuguese, English","International Transfers, Player Marketing, Talent Scouting",2024-07-06,"Baker, Morrison and Freeman"
Mary Bruce,FA59F9D576,West Africa,Senegal,"Percy Tau, Mohamed Salah",False,81,87.85,12264777.29,"EUR 20,697,556.55 - Victor Osimhen",Revenue-sharing from Transfers,mary.bruce@richardson-flowers.biz,+221169241895,4.14,27,"Arabic, Spanish","Player Marketing, Talent Scouting",2024-08-24,"Simpson, Cook and Williams"
Leah Webster,FA32E09E19,Southern Africa,South Africa,"Mohamed Salah, Achraf Hakimi, Sadio Mané, Karl Toko Ekambi",False,8,82.66,8287072.78,"EUR 18,472,856.04 - Yassine Bounou",High Base + Short Duration,leah.webster@butler.com,+27374806249,3.89,10,"French, Arabic","Career Development, Youth Development",2024-11-01,Scott-Smith
Brett White,FA70A65EA7,Southern Africa,South Africa,"Aymen Balbouli, Mbwana Samatta, Thomas Partey, Yassine Bounou",False,31,95.24,12672909.94,"EUR 16,440,911.63 - Sadio Mané",Experience-based Scaling,brett.white@patton.com,+27671055141,4.59,10,"French, Arabic, Spanish","Career Development, Contract Negotiation, International Transfers",2024-12-20,Thompson Group
Jennifer Sanchez,FA115E7785,North Africa,Egypt,"Michael Olunga, Yassine Bounou, Mohamed Salah",True,53,60.05,2647234.2,"EUR 14,512,029.54 - Riyad Mahrez",Balanced Terms with Bonuses,jennifer.sanchez@robinson.com,+20785511175,4.85,26,"Portuguese, English, Swahili","Contract Negotiation, Youth Development, Career Development",2025-03-03,"Wagner, Young and Wang"
Bethany Anderson,FA10609ABC,East Africa,Rwanda,"Victor Osimhen, Percy Tau",True,21,73.16,5252934.47,"EUR 14,077,586.33 - Chancel Mbemba",Balanced Terms with Bonuses,bethany.anderson@perez.com,+250354992047,4.61,3,"Swahili, English, French, Spanish","International Transfers, Player Marketing",2024-09-12,"Lee, Chapman and Williamson"
Trevor Jones,FA6CFB9A13,North Africa,Algeria,"Karl Toko Ekambi, André Onana",False,8,80.62,11698093.66,"EUR 12,094,078.07 - Aymen Balbouli",Relegation Release Clause,trevor.jones@vargas-hill.net,+213543508072,3.55,18,"French, Arabic","Youth Development, Career Development",2024-04-28,Copeland-Henderson
Heather Clarke,FA14C411F1,Southern Africa,Lesotho,"Ali Maâloul, Karl Toko Ekambi, Mbwana Samatta, Samuel Chukwueze",False,27,86.32,13078935.81,"EUR 20,456,994.45 - Percy Tau",Revenue-sharing from Transfers,heather.clarke@rogers.com,+266889050435,3.83,13,"French, English, Arabic","Talent Scouting, Youth Development, Career Development",2024-09-12,Cameron LLC
Helen Bowen,FA89A374A5,North Africa,Morocco,"Kalidou Koulibaly, Mbwana Samatta, Edmond Tapsoba",False,21,86.82,7003447.71,"EUR 18,763,528.92 - Wahbi Khazri",Experience-based Scaling,helen.bowen@watson.info,+212532101550,3.95,13,"Swahili, French, Spanish, English","Career Development, International Transfers",2024-10-05,Meadows PLC
Wendy Santos,FA79857420,West Africa,Niger,"André Onana, Achraf Hakimi, Édouard Mendy",True,31,60.3,10894913.34,"EUR 14,503,653.33 - Aymen Balbouli",Balanced Terms with Bonuses,wendy.santos@mcneil.com,+227198754517,4.12,1,"Spanish, Portuguese","Contract Negotiation, Talent Scouting, Career Development",2024-10-18,Aguirre Ltd
Amy Norton,FAACBB0D2D,West Africa,Mauritania,"Ali Maâloul, Mohamed Salah, Aymen Dahmen",True,86,78.93,12488712.81,"EUR 17,050,936.89 - Samuel Chukwueze",Youth Development Oriented,amy.norton@white.biz,+222173923239,3.89,17,"Arabic, Swahili, French","Youth Development, International Transfers, Player Marketing",2024-09-06,"Price, Smith and Cross"
Kimberly Medina,FAA06BD8DC,West Africa,Cape Verde,"Wahbi Khazri, Achraf Hakimi, Sadio Mané, Michael Olunga",True,63,83.89,9556643.34,"EUR 20,205,424.27 - Wilfried Zaha",Sponsorship-linked Earnings,kimberly.medina@casey.com,+238250361677,4.34,9,"Swahili, English, French","Career Development, Talent Scouting, Contract Negotiation",2024-07-13,"Shelton, Ramos and Mills"
Michael Sweeney,FA86ABC12E,Central Africa,Democratic Republic of the Congo,"Kalidou Koulibaly, Anis Ben Slimane, Michael Olunga",False,13,93.04,2512176.5,"EUR 21,316,182.09 - Michael Olunga",Experience-based Scaling,michael.sweeney@thomas-manning.net,+243490035182,4.05,30,"English, Arabic","Career Development, Youth Development",2024-06-20,Coleman LLC
Jennifer Boyd,FA16EB4FE6,Central Africa,Sao Tome and Principe,"Mbwana Samatta, Michael Olunga, Inaki Williams, Yassine Bounou",False,30,78.61,14378393.87,"EUR 19,906,435.74 - Anis Ben Slimane",Renewal Option at Club’s Discretion,jennifer.boyd@torres.com,+000898076956,4.04,16,"Portuguese, Spanish, Arabic","Youth Development, Career Development, Talent Scouting",2024-09-04,Marshall-White
Andres Lee,FA8470B39D,East Africa,Mauritius,"Mohamed Salah, Edmond Tapsoba",False,63,74.86,10574827.08,"EUR 10,921,981.70 - Seifeddine Jaziri",Signing-on Fee Included,andres.lee@miranda.com,+230666529434,3.75,3,"English, French, Portuguese","Talent Scouting, Player Marketing",2024-06-04,Brown PLC
Christopher Thornton,FA39815E3D,West Africa,Niger,"André Onana, Anis Ben Slimane, Inaki Williams",True,93,97.27,3812021.33,"EUR 13,350,487.52 - Patson Daka",Renewal Option at Club’s Discretion,christopher.thornton@wilson.com,+227966718546,4.93,17,"French, Swahili, Arabic, Spanish","International Transfers, Player Marketing, Youth Development",2024-04-20,Carter-Hudson
Jay Gray,FA75F002CB,East Africa,Uganda,"Edmond Tapsoba, Achraf Hakimi",True,43,84.83,2444312.77,"EUR 11,751,817.06 - Vincent Aboubakar",Loyalty Bonus Included,jay.gray@johnson-graham.biz,+256128691077,4.05,15,"English, Portuguese","Player Marketing, Youth Development, International Transfers",2024-07-18,Davies Inc
Bob Lindsey,FAC1F2449C,Central Africa,Sao Tome and Principe,"Wahbi Khazri, Kalidou Koulibaly, Ali Maâloul, Aymen Balbouli",False,60,92.14,5941240.18,"EUR 14,101,610.81 - Thomas Partey",Experience-based Scaling,bob.lindsey@davis-bennett.com,+000015670330,3.7,2,"Portuguese, Spanish, English","Contract Negotiation, International Transfers, Youth Development",2024-05-07,"Griffin, Bender and Jones"
Rebecca Soto,FA142F128C,West Africa,Ghana,"Kalidou Koulibaly, Aymen Balbouli, Yassine Bounou, Patson Daka",False,35,67.24,7113089.64,"EUR 9,032,142.38 - Wilfried Zaha",Signing-on Fee Included,rebecca.soto@mueller.info,+233006568495,4.06,11,"French, Spanish, Swahili, Portuguese","International Transfers, Career Development, Talent Scouting",2024-12-06,Holloway-Fisher
Mitchell Smith,FA11820278,Southern Africa,Botswana,"Youssef Msakni, Vincent Aboubakar",True,36,72.91,8639219.11,"EUR 13,350,999.40 - Yassine Bounou",Youth Development Oriented,mitchell.smith@chambers.com,+267649946524,4.62,27,"Spanish, English","Youth Development, Contract Negotiation",2024-11-29,Clark Ltd
Maria Harvey,FAFA2BBC0B,North Africa,Tunisia,"Yassine Bounou, Michael Olunga",True,93,90.33,520530.92,"EUR 7,991,055.40 - Victor Osimhen",Experience-based Scaling,maria.harvey@woods.biz,+216862855693,4.0,18,"Spanish, French, Swahili, Portuguese","Contract Negotiation, International Transfers",2024-08-27,Brown Ltd
Kimberly Montgomery,FAF51978B2,Southern Africa,Namibia,"Aymen Balbouli, Samuel Chukwueze, Aymen Dahmen",False,39,83.37,6780942.39,"EUR 20,973,951.26 - Inaki Williams",High Base + Short Duration,kimberly.montgomery@jones-underwood.org,+264767924436,4.39,13,"Spanish, Arabic","Player Marketing, Youth Development",2024-04-03,"Harris, Curry and Lowery"
Stephanie Thompson,FA104970AB,East Africa,Kenya,"Kalidou Koulibaly, Inaki Williams",True,46,91.5,8315183.05,"EUR 21,992,821.78 - Vincent Aboubakar",Buyout Clause Protection,stephanie.thompson@cox.com,+254796255879,4.03,3,"Swahili, French, Spanish","Player Marketing, International Transfers, Talent Scouting",2025-01-05,"Pace, Scott and Bruce"
Jonathan Mercado,FAD913B821,East Africa,Comoros,"Edmond Tapsoba, Victor Osimhen, Mohamed Salah, Michael Olunga",True,43,78.15,5174719.92,"EUR 6,856,960.77 - Chancel Mbemba",Incentive-driven Performance,jonathan.mercado@vargas.com,+269193251191,4.74,19,"French, Portuguese, Swahili","Contract Negotiation, Player Marketing",2024-08-27,Harrison and Sons
Melissa Mitchell,FA82EFA20E,West Africa,Liberia,"Mohamed Salah, Youssef Msakni",False,10,68.0,9603395.06,"EUR 20,125,933.24 - Edmond Tapsoba",Relegation Release Clause,melissa.mitchell@mitchell.com,+231312393903,4.78,8,"Arabic, Spanish, Swahili","Talent Scouting, Youth Development",2024-03-25,"Tucker, Williams and Simmons"
Wanda Roberts,FA02A729BB,East Africa,Eritrea,"Edmond Tapsoba, Michael Olunga, Ali Maâloul, André Onana",True,5,84.31,530241.64,"EUR 8,722,841.82 - Percy Tau",Appearance-based Bonuses,wanda.roberts@kelley.com,+291294158774,4.64,30,"Spanish, Swahili, Portuguese","Youth Development, Contract Negotiation, Career Development",2025-02-14,"Perez, Collins and Delgado"
Tony Hopkins,FA0BD36ACF,North Africa,Egypt,"Mohamed Salah, Percy Tau",True,42,70.29,12544179.03,"EUR 17,166,098.81 - Riyad Mahrez",Endorsement Deal Integration,tony.hopkins@leonard-meyer.com,+20284360009,4.76,30,"French, Swahili, Portuguese","Player Marketing, International Transfers, Youth Development",2024-04-09,"Fitzgerald, Hardy and Gonzalez"
Ashley Smith,FA421158F7,West Africa,Ivory Coast,"Frank Kessié, Victor Osimhen, Edmond Tapsoba",False,74,90.03,59542.28,"EUR 13,668,244.58 - Victor Osimhen",Youth Development Oriented,ashley.smith@cox.com,+225204711131,3.89,1,"Arabic, Portuguese, Spanish, English","Player Marketing, Contract Negotiation",2024-05-25,Ramos-Gibbs
Jose Lopez,FA4679E3D2,East Africa,Malawi,"Anis Ben Slimane, Samuel Chukwueze, Wahbi Khazri",True,9,80.83,3008309.09,"EUR 16,324,403.87 - Inaki Williams",Signing-on Fee Included,jose.lopez@wu.com,+265208710384,3.89,21,"Arabic, English","Player Marketing, Contract Negotiation",2024-11-30,"Duncan, Harrison and Griffith"
Ryan Jordan,FA0142D2F6,Central Africa,Cameroon,"Michael Olunga, Riyad Mahrez",False,43,78.83,11306072.7,"EUR 16,460,553.29 - Mbwana Samatta",Championship Clause Activation,ryan.jordan@combs.com,+237463781384,4.45,24,"English, Swahili, Portuguese","Career Development, International Transfers",2024-12-06,Mack Group
Amanda Johnson,FA681B705A,West Africa,Togo,"Aymen Balbouli, Vincent Aboubakar",True,55,65.49,13237980.48,"EUR 14,890,105.19 - Patson Daka",Balanced Terms with Bonuses,amanda.johnson@harris-arnold.org,+228358284421,4.34,13,"English, French","Talent Scouting, Youth Development, International Transfers",2025-02-25,"Miller, Smith and Randall"
Mark Huffman,FAF236C346,West Africa,Burkina Faso,"Seifeddine Jaziri, Vincent Aboubakar",True,47,86.52,9200392.31,"EUR 20,345,184.28 - Vincent Aboubakar",Performance-based + Image Rights,mark.huffman@wood.com,+226751374208,3.66,16,"Portuguese, Swahili, Spanish, Arabic","International Transfers, Career Development, Contract Negotiation",2024-04-14,Levy-Hall
Kyle Alvarado,FA2E6B2D78,West Africa,Mauritania,"Aymen Dahmen, André Onana",False,8,68.86,12234692.55,"EUR 20,538,500.87 - Mohamed Salah",Balanced Terms with Bonuses,kyle.alvarado@lee.net,+222550345691,3.61,22,"Arabic, English","Talent Scouting, Youth Development",2024-11-19,"Barron, Franco and Moore"
Heather Baker,FA59D806C8,West Africa,Benin,"Kalidou Koulibaly, Inaki Williams, Achraf Hakimi",False,44,94.53,4879592.07,"EUR 18,199,521.58 - Vincent Aboubakar",High Base + Short Duration,heather.baker@daniel-lee.org,+229474321854,3.73,26,"English, Swahili, Spanish, Arabic","Player Marketing, Contract Negotiation, Career Development",2024-03-13,Brady Group
Kathleen Mccarthy,FA912D5FE8,Southern Africa,Eswatini (Swaziland),"Wahbi Khazri, Aymen Dahmen, Frank Kessié",True,10,89.92,1505765.49,"EUR 12,851,793.08 - Mohamed Salah",Signing-on Fee Included,kathleen.mccarthy@flores.com,+268296888737,4.47,6,"Swahili, Arabic","Contract Negotiation, International Transfers",2024-09-29,Hart-Osborne
Steven Valdez,FA14A0B813,North Africa,Morocco,"Riyad Mahrez, Achraf Hakimi",False,23,93.46,4274397.75,"EUR 8,886,805.80 - Inaki Williams",Performance-based + Image Rights,steven.valdez@hopkins.com,+212824732845,3.7,10,"Portuguese, English, Swahili","Career Development, Talent Scouting, Contract Negotiation",2025-01-16,Garcia Ltd
Robert Hall,FA03E952BF,Southern Africa,Namibia,"Wahbi Khazri, Vincent Aboubakar, Aymen Dahmen, Aymen Balbouli",False,73,84.27,9698727.17,"EUR 17,528,813.08 - Wahbi Khazri",Relegation Release Clause,robert.hall@hammond.com,+264952569727,4.74,25,"Arabic, Swahili, Spanish","Career Development, Player Marketing",2025-02-27,Riggs-Short
Jennifer Cook,FA8E19DB78,West Africa,Mauritania,"Percy Tau, Yassine Bounou, Sadio Mané",True,83,85.13,5425741.76,"EUR 8,272,125.32 - Edmond Tapsoba",Incentive-driven Performance,jennifer.cook@dickerson.com,+222099906482,3.83,27,"Spanish, English, Portuguese","Talent Scouting, International Transfers",2025-03-04,Rodriguez-Burns
Jill White,FAF2E0BB4D,East Africa,Ethiopia,"Aymen Balbouli, Percy Tau",False,17,82.66,8090698.14,"EUR 8,587,521.94 - Victor Osimhen",Buyout Clause Protection,jill.white@meadows-brown.com,+251741259952,4.19,12,"Portuguese, French","Player Marketing, International Transfers",2024-05-20,"Lozano, Collins and Jensen"
Benjamin White,FA21E9D209,Southern Africa,Namibia,"Riyad Mahrez, Wilfried Zaha",False,59,74.7,4019205.27,"EUR 6,258,339.66 - Kalidou Koulibaly",Appearance-based Bonuses,benjamin.white@velasquez.com,+264947238737,4.22,7,"Arabic, Spanish, English, Swahili","Youth Development, Career Development, Player Marketing",2024-04-05,Lopez-Nichols
Amy Alvarado,FA1F512C55,Central Africa,Sao Tome and Principe,"Karl Toko Ekambi, Seifeddine Jaziri",False,81,92.15,1653380.36,"EUR 19,508,448.33 - Kalidou Koulibaly",No-trade Clause,amy.alvarado@ferguson.com,+000588560532,4.05,9,"French, Portuguese","Contract Negotiation, Player Marketing",2024-10-06,"Gonzales, Rivera and Rhodes"
Douglas Baker,FA91B43A80,Southern Africa,Botswana,"Vincent Aboubakar, Ali Maâloul, Édouard Mendy",False,65,96.17,4336630.09,"EUR 8,248,247.35 - Youssef Msakni",Relegation Release Clause,douglas.baker@lozano-lopez.com,+267173892088,3.78,19,"Spanish, Portuguese","Youth Development, Talent Scouting",2025-02-10,Brown-Anderson
Kevin Mcdaniel,FA02F6BF8A,Central Africa,Cameroon,"Seifeddine Jaziri, Kalidou Koulibaly, Inaki Williams",True,8,89.32,2247512.24,"EUR 17,514,938.46 - Karl Toko Ekambi",Buyout Clause Protection,kevin.mcdaniel@atkinson-mata.com,+237308179629,4.58,23,"Spanish, French, Swahili, Arabic","International Transfers, Talent Scouting",2025-01-19,"Miller, Morgan and Martin"
Stephanie Salinas,FA0FA5B30A,Central Africa,Democratic Republic of the Congo,"Mohamed Salah, Yassine Bounou, Inaki Williams, Thomas Partey",False,83,83.01,2558628.61,"EUR 16,319,078.50 - Achraf Hakimi",Experience-based Scaling,stephanie.salinas@krueger.net,+243807053845,4.94,22,"Arabic, Swahili, French, Portuguese","Contract Negotiation, Youth Development, Player Marketing",2024-10-29,"Hernandez, Murphy and Waters"
Kimberly Brown,FADDF6624E,North Africa,Morocco,"Thomas Partey, Patson Daka, Victor Osimhen, Seifeddine Jaziri",False,40,68.74,6109901.47,"EUR 6,401,008.41 - Yassine Bounou",Signing-on Fee Included,kimberly.brown@white-smith.com,+212271493316,4.55,5,"Portuguese, Spanish, Swahili","Player Marketing, Talent Scouting, International Transfers",2024-03-31,Lopez-Francis
Jennifer Williamson,FA1C31A96C,Southern Africa,Lesotho,"Mohamed Salah, Victor Osimhen",True,30,80.21,11827430.55,"EUR 11,878,442.38 - Mohamed Salah",Renewal Option at Club’s Discretion,jennifer.williamson@collins-castillo.com,+266836069286,4.68,20,"French, Portuguese, Arabic, English","International Transfers, Contract Negotiation",2024-07-04,Hernandez LLC
Nancy Myers,FA52DA540E,Southern Africa,Namibia,"Inaki Williams, Kalidou Koulibaly, Seifeddine Jaziri",True,16,64.92,6131890.19,"EUR 22,053,888.49 - Riyad Mahrez",Renewal Option at Club’s Discretion,nancy.myers@wright.com,+264410870330,4.81,12,"English, Arabic, Spanish, Portuguese","Player Marketing, Contract Negotiation, Talent Scouting",2025-02-04,"Paul, King and Zimmerman"
Jeffery Douglas,FA158F3FE7,Southern Africa,South Africa,"Victor Osimhen, Frank Kessié, André Onana, Mbwana Samatta",True,94,92.61,4983704.99,"EUR 5,395,667.26 - Kalidou Koulibaly",Medical & Injury Coverage,jeffery.douglas@shelton.com,+27936396927,3.94,28,"French, Arabic, Swahili","Player Marketing, Contract Negotiation",2024-06-04,Morrison-Armstrong
Courtney Vazquez,FA1E029924,West Africa,Nigeria,"Michael Olunga, Edmond Tapsoba, Patson Daka",False,17,74.44,1030848.32,"EUR 7,333,324.68 - Seifeddine Jaziri",Appearance-based Bonuses,courtney.vazquez@thompson.com,+234429087047,3.74,4,"English, Spanish","Youth Development, Contract Negotiation",2024-11-14,"Moore, Williams and Frederick"
Eric Miranda,FAFDD49375,West Africa,Liberia,"Thomas Partey, Michael Olunga, Wilfried Zaha, Patson Daka",True,74,80.1,5567046.95,"EUR 11,067,960.19 - Karl Toko Ekambi",Championship Clause Activation,eric.miranda@silva.biz,+231152935107,3.74,5,"English, French, Spanish","Talent Scouting, International Transfers, Career Development",2025-02-13,Herrera-Jensen
Laura Nguyen,FA6BFF330B,East Africa,Uganda,"Ali Maâloul, Edmond Tapsoba",True,88,93.46,7568530.83,"EUR 18,021,986.38 - Seifeddine Jaziri",Appearance-based Bonuses,laura.nguyen@smith.net,+256418092348,4.02,27,"English, Arabic, French","Contract Negotiation, Career Development, International Transfers",2024-08-14,"Blanchard, Evans and Cruz"
Victoria Rodgers,FA6DE6138D,West Africa,Mali,"Victor Osimhen, Michael Olunga, Kalidou Koulibaly, Karl Toko Ekambi",False,72,70.4,5808854.75,"EUR 11,839,013.78 - Mbwana Samatta",Renewal Option at Club’s Discretion,victoria.rodgers@bender.biz,+223825375811,4.17,14,"Portuguese, Spanish, Swahili","International Transfers, Career Development, Contract Negotiation",2024-04-02,Grant LLC
Colleen Flores,FAF10C4166,Central Africa,Cameroon,"Mbwana Samatta, Sadio Mané",False,71,61.13,13834282.2,"EUR 15,163,915.55 - Edmond Tapsoba",No-trade Clause,colleen.flores@whitaker.net,+237810485576,3.66,12,"Arabic, Portuguese, Swahili, Spanish","Player Marketing, International Transfers, Career Development",2024-08-12,Ortega Group
Derek Lam,FA5D789380,Central Africa,Central African Republic,"Kalidou Koulibaly, Édouard Mendy",False,97,62.93,4207938.81,"EUR 18,054,390.79 - Vincent Aboubakar",Signing-on Fee Included,derek.lam@mitchell-baker.com,+236158487407,4.68,6,"French, Spanish, Arabic, Portuguese","Career Development, Talent Scouting",2024-11-25,"Wong, Fowler and Roth"
Seth Green,FA874D0744,Central Africa,Democratic Republic of the Congo,"Kalidou Koulibaly, Youssef Msakni",True,12,72.07,3807016.79,"EUR 10,115,014.57 - Wilfried Zaha",Experience-based Scaling,seth.green@chan.biz,+243734481612,4.71,29,"Spanish, Arabic","Youth Development, International Transfers",2025-01-16,Johnson PLC
Christina Little,FA4D923605,North Africa,Egypt,"Frank Kessié, Edmond Tapsoba, Sadio Mané",False,96,96.18,9956213.36,"EUR 12,192,460.28 - Ali Maâloul",Incentive-driven Performance,christina.little@hall.biz,+20433669232,4.5,12,"English, Spanish, French, Portuguese","Career Development, Contract Negotiation",2024-08-10,Cooper-Green
Austin Stone,FACBD95836,West Africa,Mauritania,"Aymen Dahmen, Aymen Balbouli",False,86,65.31,7495861.25,"EUR 15,590,067.60 - Michael Olunga",Championship Clause Activation,austin.stone@neal-carter.com,+222976861735,4.7,18,"Portuguese, Arabic","Contract Negotiation, Player Marketing",2024-04-03,Mills PLC
Jeremiah Smith,FA414B6786,East Africa,Rwanda,"Vincent Aboubakar, Seifeddine Jaziri",True,14,72.33,866928.79,"EUR 3,680,919.34 - Aymen Dahmen",Endorsement Deal Integration,jeremiah.smith@skinner-anderson.info,+250282413217,4.49,13,"Portuguese, Spanish","Talent Scouting, International Transfers, Player Marketing",2024-04-11,Gregory-Johnson
Rachael Carpenter,FAC0A580C8,West Africa,Mali,"Anis Ben Slimane, Vincent Aboubakar, Michael Olunga, Samuel Chukwueze",False,100,90.9,4835919.43,"EUR 6,554,396.80 - Mohamed Salah",Balanced Terms with Bonuses,rachael.carpenter@douglas-smith.com,+223322795157,3.76,15,"Portuguese, Swahili, English","Talent Scouting, International Transfers",2024-06-15,"Hayes, Cunningham and Greene"
Stephen Sanchez,FA935FC136,East Africa,Mozambique,"Mohamed Salah, Victor Osimhen",True,66,76.82,6141772.97,"EUR 15,347,303.89 - Chancel Mbemba",Youth Development Oriented,stephen.sanchez@sanchez.net,+258950985393,4.44,16,"French, Arabic, Spanish, Portuguese","Youth Development, Talent Scouting",2024-07-31,Lindsey PLC
Ashley Nguyen,FA89467633,Central Africa,Angola,"Aymen Balbouli, Mbwana Samatta, Anis Ben Slimane, Achraf Hakimi",True,45,93.41,8970755.8,"EUR 21,550,921.26 - Aymen Dahmen",Incentive-driven Performance,ashley.nguyen@moore.org,+244720134241,4.68,17,"Swahili, Portuguese","Career Development, International Transfers",2024-11-11,Brown Inc
Alexandra Moore,FAD60EDA67,Southern Africa,South Africa,"Kalidou Koulibaly, Patson Daka",True,96,80.08,10694195.49,"EUR 12,630,660.76 - Mbwana Samatta",Buyout Clause Protection,alexandra.moore@mcdonald.biz,+27054608527,3.67,17,"Spanish, Portuguese","Career Development, Contract Negotiation, International Transfers",2024-03-30,Harmon Group
Anita Gonzalez,FACCAD96AE,East Africa,Ethiopia,"Sadio Mané, Michael Olunga, Édouard Mendy",True,82,85.73,3918462.0,"EUR 17,312,421.52 - Sadio Mané",Buyout Clause Protection,anita.gonzalez@oneal.org,+251396465853,3.71,29,"English, Portuguese, Arabic, Spanish","Talent Scouting, Career Development, Player Marketing",2025-02-26,Robinson PLC
Alison Taylor,FA145DA867,Southern Africa,Eswatini (Swaziland),"André Onana, Aymen Dahmen",False,69,68.41,9179804.42,"EUR 16,953,548.33 - Vincent Aboubakar",Relegation Release Clause,alison.taylor@cummings-murphy.info,+268846069989,4.42,28,"Arabic, English, French, Portuguese","Talent Scouting, Youth Development",2024-12-29,Williams-Wright
Kelly Edwards,FA95F7F5F5,Central Africa,Equatorial Guinea,"Thomas Partey, Victor Osimhen",False,87,62.17,9633141.82,"EUR 20,554,524.56 - Seifeddine Jaziri",Revenue-sharing from Transfers,kelly.edwards@adams-jackson.org,+240546721756,4.35,22,"Swahili, English","Contract Negotiation, Career Development",2024-11-17,Jackson-Anderson
Raymond Rodriguez,FA3A751470,West Africa,Mali,"Anis Ben Slimane, André Onana",False,64,87.25,13084043.63,"EUR 22,074,645.26 - Vincent Aboubakar",Renewal Option at Club’s Discretion,raymond.rodriguez@foster.com,+223679192786,3.75,20,"Arabic, Swahili, English, Spanish","Talent Scouting, International Transfers, Contract Negotiation",2024-12-21,"Kelly, Butler and Johnson"
Cynthia Little,FA82582C88,Central Africa,Equatorial Guinea,"Ali Maâloul, Anis Ben Slimane, Chancel Mbemba",False,32,87.45,1051551.85,"EUR 12,350,169.27 - Victor Osimhen",Revenue-sharing from Transfers,cynthia.little@neal-cabrera.info,+240830200565,4.04,17,"Spanish, Portuguese","Youth Development, Talent Scouting, Player Marketing",2024-12-17,Jimenez LLC
Jorge Sanchez,FA335E2ED3,Southern Africa,Lesotho,"Karl Toko Ekambi, Aymen Balbouli, Yassine Bounou",True,76,71.12,7710621.81,"EUR 10,898,132.60 - Achraf Hakimi",Medical & Injury Coverage,jorge.sanchez@silva.com,+266259655276,4.94,11,"English, Spanish, Portuguese, Swahili","Player Marketing, Youth Development",2024-09-18,"Edwards, Santana and Jones"
Heather Adams,FA8519D3B3,Southern Africa,South Africa,"Wilfried Zaha, Yassine Bounou, André Onana",True,37,65.86,13439243.53,"EUR 18,432,458.07 - Inaki Williams",High Base + Short Duration,heather.adams@castro.com,+27198806949,4.92,29,"Spanish, English","Talent Scouting, Career Development",2024-09-22,Caldwell-Shaw
Michael Garcia,FA495D4266,Southern Africa,South Africa,"Vincent Aboubakar, Ali Maâloul",False,31,81.11,5445457.32,"EUR 11,574,300.64 - Percy Tau",Sponsorship-linked Earnings,michael.garcia@nguyen.com,+27398487783,4.08,18,"French, Portuguese","Player Marketing, Youth Development",2025-03-08,"Gomez, Nelson and Macdonald"
Kathy Sheppard,FABE2F3035,East Africa,Ethiopia,"Inaki Williams, Michael Olunga, Aymen Balbouli, Riyad Mahrez",True,39,75.99,12078492.32,"EUR 17,101,711.22 - Yassine Bounou",Long-term Development Focus,kathy.sheppard@bentley.com,+251056855384,4.06,4,"Swahili, Portuguese, Arabic","Contract Negotiation, Career Development, Player Marketing",2024-05-23,Hughes Group
Christian Ball,FAC81F22EE,East Africa,Somalia,"Seifeddine Jaziri, Yassine Bounou, Inaki Williams",True,16,89.43,9988095.63,"EUR 12,302,115.03 - Karl Toko Ekambi",Appearance-based Bonuses,christian.ball@martin.net,+252871141021,3.59,28,"Swahili, French, Arabic, Portuguese","Player Marketing, Contract Negotiation, Youth Development",2024-06-24,Porter-Hart
Cameron Moore,FA9F6EEF22,East Africa,Zambia,"Mbwana Samatta, Achraf Hakimi, Vincent Aboubakar",False,84,62.01,13911321.9,"EUR 21,700,360.01 - Yassine Bounou",Championship Clause Activation,cameron.moore@wilson-smith.com,+260348980935,4.32,12,"English, Spanish, French, Portuguese","Player Marketing, Contract Negotiation",2024-04-09,"Wilson, Rogers and Hart"
Amy Flowers,FADD675B84,Central Africa,Central African Republic,"Ali Maâloul, Aymen Balbouli, Percy Tau",True,53,81.91,4360400.07,"EUR 4,994,912.06 - Victor Osimhen",High Base + Short Duration,amy.flowers@williams.biz,+236707441056,4.4,27,"English, Arabic, Spanish, Swahili","Contract Negotiation, International Transfers, Talent Scouting",2024-04-05,"Shepard, Blanchard and Flores"
Jacqueline Velasquez,FAFB70F22D,Central Africa,Equatorial Guinea,"Victor Osimhen, Vincent Aboubakar",True,49,82.2,1955805.99,"EUR 2,842,612.39 - André Onana",Incentive-driven Performance,jacqueline.velasquez@martinez.info,+240002499696,4.67,7,"Spanish, Arabic, French","Youth Development, Talent Scouting, Contract Negotiation",2024-11-28,Burgess-Taylor
