full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Peter Rose,FAF8DB1F9F,Southern Africa,Lesotho,"Patson Daka, Chancel Mbemba, Frank Kessié",True,32,96.72,5332327.16,"€22,114,360.76 - Seifeddine Jaziri",Youth Development Oriented,peter.rose@curry.com,+266971907949,3.53,6,"Spanish, English","Youth Development, International Transfers, Career Development",2024-11-24,Ward-Reynolds
Francisco Meyer,FA107DF116,Central Africa,Gabon,"Ali Maâloul, Vincent Aboubakar",True,68,87.83,3745261.97,"€6,760,925.85 - Achraf Hakimi",No-trade Clause,francisco.meyer@bowers-robertson.com,+241311825569,4.09,19,"English, French","Player Marketing, International Transfers",2024-11-15,"Fernandez, Christensen and Price"
Hector Beck,FA000FB158,East Africa,South Sudan,"André Onana, Vincent Aboubakar, Patson Daka, Anis Ben Slimane",False,60,94.63,11767194.16,"€19,847,699.60 - Ali Maâloul",Revenue-sharing from Transfers,hector.beck@brown-park.com,+211919782401,4.78,29,"Swahili, Portuguese, French, Arabic","Talent Scouting, Contract Negotiation",2024-05-12,Fox-Chan
Jessica Howard,FA058C1C2E,North Africa,Egypt,"Anis Ben Slimane, Patson Daka, Thomas Partey",True,55,68.18,10039028.86,"€10,801,076.31 - Thomas Partey",Revenue-sharing from Transfers,jessica.howard@foster.biz,+20230392546,4.47,1,"Swahili, Spanish","Youth Development, Career Development",2024-07-04,"Reid, Williams and Weaver"
Michael Walker,FA6C408734,Central Africa,Equatorial Guinea,"Edmond Tapsoba, Anis Ben Slimane, André Onana",False,43,82.81,4089327.17,"€19,008,975.18 - Sadio Mané",Appearance-based Bonuses,michael.walker@evans.biz,+240352184996,4.25,23,"English, Arabic, French","Player Marketing, Career Development",2024-06-20,"Baker, Gonzalez and Haas"
Matthew Becker,FAE1769D1D,East Africa,Mozambique,"Wahbi Khazri, Achraf Hakimi, Wilfried Zaha, Mohamed Salah",True,26,73.78,7732348.62,"€20,212,361.09 - Aymen Dahmen",High Base + Short Duration,matthew.becker@lambert-trevino.info,+258117553647,4.38,23,"English, Swahili, Arabic","Career Development, Contract Negotiation, International Transfers",2025-01-27,"Garcia, Wise and Williams"
Judith Stevens,FA38A9E0E6,East Africa,Kenya,"Vincent Aboubakar, Édouard Mendy, Thomas Partey, Mohamed Salah",False,91,74.46,8751934.68,"€19,204,580.72 - Edmond Tapsoba",Experience-based Scaling,judith.stevens@thomas.com,+254842646170,4.84,26,"Portuguese, English, Spanish, French","International Transfers, Player Marketing",2025-01-29,Harris-Rodriguez
Terry Myers,FA451DDCA7,Central Africa,Sao Tome and Principe,"Wahbi Khazri, Youssef Msakni, Kalidou Koulibaly",False,8,86.68,7365010.27,"€13,099,676.31 - Yassine Bounou",Revenue-sharing from Transfers,terry.myers@henderson-cook.info,+000611252785,4.08,19,"French, Portuguese, Arabic, Swahili","International Transfers, Talent Scouting, Youth Development",2024-05-07,"Thompson, Silva and Bailey"
Adam Yoder,FA971DCBC4,Central Africa,Cameroon,"Frank Kessié, Karl Toko Ekambi",True,62,90.97,4642853.28,"€19,383,942.58 - Seifeddine Jaziri",Signing-on Fee Included,adam.yoder@hall-williams.com,+237574630310,3.89,27,"English, Portuguese","International Transfers, Contract Negotiation",2024-05-19,Torres-Lee
Catherine Miller,FA5086AFD6,West Africa,Ghana,"Wahbi Khazri, Edmond Tapsoba, Karl Toko Ekambi",False,12,75.28,14456083.14,"€18,129,045.45 - Yassine Bounou",Endorsement Deal Integration,catherine.miller@velasquez.com,+233963717293,4.25,17,"Arabic, French","Youth Development, Talent Scouting",2024-03-18,Wilson Group
Michelle Brown,FABF08629F,Central Africa,Angola,"Aymen Balbouli, Frank Kessié",True,68,77.03,3355000.47,"€17,401,929.23 - Michael Olunga",Buyout Clause Protection,michelle.brown@evans.com,+244577157946,3.66,13,"French, Spanish, Portuguese","Player Marketing, International Transfers, Career Development",2024-03-26,Bonilla Group
David Rodriguez,FA623E706C,East Africa,Tanzania,"André Onana, Sadio Mané, Yassine Bounou",False,98,91.51,8325577.5,"€14,644,611.93 - Riyad Mahrez",No-trade Clause,david.rodriguez@thomas-patton.net,+255886608691,4.72,22,"English, Portuguese, Arabic","Talent Scouting, Career Development",2024-12-16,Wade-Mendez
Melanie Brown,FAC8F65D9E,Southern Africa,Eswatini (Swaziland),"Youssef Msakni, Inaki Williams, Ali Maâloul, Vincent Aboubakar",False,59,87.58,13767126.44,"€14,430,414.74 - Aymen Dahmen",Performance-based + Image Rights,melanie.brown@scott.com,+268703336940,3.6,30,"Arabic, Swahili, French, Spanish","Contract Negotiation, Youth Development, International Transfers",2024-04-30,"Morris, Collins and Branch"
Sean Jackson,FA3944C9CB,Southern Africa,South Africa,"Aymen Dahmen, Victor Osimhen, Patson Daka",True,25,64.04,8207156.0,"€17,490,060.33 - Youssef Msakni",Appearance-based Bonuses,sean.jackson@moody.com,+27567288678,4.85,16,"English, Portuguese","Talent Scouting, Youth Development, Contract Negotiation",2024-12-08,Waters-Davis
Donna Washington,FA3F880A8E,North Africa,Western Sahara,"Mbwana Samatta, Anis Ben Slimane",True,75,93.11,7908116.5,"€10,123,686.07 - Chancel Mbemba",No-trade Clause,donna.washington@wells.info,+000720455368,4.56,2,"French, English, Arabic, Spanish","Youth Development, International Transfers",2024-10-03,Swanson and Sons
Meagan Mcdonald,FADD0530F3,North Africa,Sudan,"Achraf Hakimi, Inaki Williams, Edmond Tapsoba, Sadio Mané",True,40,80.77,4358734.53,"€10,738,511.15 - Achraf Hakimi",Medical & Injury Coverage,meagan.mcdonald@sawyer-walker.com,+249545244082,3.51,16,"French, Spanish, Swahili","Youth Development, Career Development",2024-08-08,"Moran, King and Flores"
Laura Cuevas,FA1D8ECA19,East Africa,Zambia,"Aymen Dahmen, Ali Maâloul",False,34,90.32,2278702.86,"€12,022,007.23 - Édouard Mendy",Relegation Release Clause,laura.cuevas@skinner.com,+260913072036,3.86,1,"Portuguese, Spanish, Swahili","International Transfers, Talent Scouting",2024-04-23,"Peck, Wilson and Jones"
John Short,FA92B39953,North Africa,Morocco,"Patson Daka, Karl Toko Ekambi, Aymen Dahmen, Thomas Partey",False,59,93.47,2519348.05,"€12,251,316.44 - Édouard Mendy",Relegation Release Clause,john.short@taylor.com,+212476170216,4.64,24,"English, Spanish, Arabic","Youth Development, International Transfers",2024-06-15,Rogers Group
Gabriel Jones,FAE0181B72,Central Africa,Central African Republic,"Anis Ben Slimane, Edmond Tapsoba, Inaki Williams, Kalidou Koulibaly",True,63,70.78,8242581.06,"€14,255,960.33 - Percy Tau",Buyout Clause Protection,gabriel.jones@smith-turner.com,+236705021327,4.77,10,"Spanish, English, Portuguese, Swahili","Youth Development, International Transfers",2024-04-08,"Gomez, Sanchez and Jones"
Tiffany Johnson,FA47697827,West Africa,Ivory Coast,"Thomas Partey, Percy Tau",False,53,62.49,14740808.12,"€20,566,540.13 - Vincent Aboubakar",Market Value Dependent,tiffany.johnson@garza.com,+225216795198,4.39,27,"Portuguese, English","Contract Negotiation, Talent Scouting, Player Marketing",2024-04-03,"Austin, Crawford and Larsen"
Jack Allen,FAB4A0C582,Southern Africa,Eswatini (Swaziland),"Sadio Mané, Inaki Williams",False,72,90.31,855143.9,"€17,207,809.52 - André Onana",Buyout Clause Protection,jack.allen@hansen-henderson.com,+268256068860,3.57,5,"Arabic, English, Portuguese, Spanish","Contract Negotiation, Youth Development",2024-07-10,Reynolds LLC
Derrick Garcia,FA6B49D3BF,East Africa,Seychelles,"Inaki Williams, Mbwana Samatta, Édouard Mendy, André Onana",False,9,77.16,7457003.92,"€17,675,839.96 - Frank Kessié",Relegation Release Clause,derrick.garcia@cole.com,+248691028887,4.67,21,"English, French","Contract Negotiation, Career Development, Youth Development",2024-09-23,Gill-Pruitt
Tim Hunter,FAE65CB5D5,West Africa,Cape Verde,"Karl Toko Ekambi, Inaki Williams, Edmond Tapsoba, Mohamed Salah",False,80,88.31,10919820.95,"€13,851,709.38 - Thomas Partey",Experience-based Scaling,tim.hunter@chen-lopez.com,+238541999195,4.06,23,"French, Arabic, Spanish, Swahili","Youth Development, Player Marketing, International Transfers",2024-04-28,"Brooks, Torres and Hebert"
James Johns,FAFFF678CE,Southern Africa,Namibia,"Sadio Mané, Mohamed Salah, Inaki Williams",True,58,97.77,8881769.66,"€13,940,021.55 - Vincent Aboubakar",Signing-on Fee Included,james.johns@sanders.com,+264594907950,4.78,1,"French, Spanish, Portuguese","Player Marketing, Contract Negotiation, Youth Development",2024-05-02,Bautista-Harvey
Lori Roberson,FA5BE5D4FF,Central Africa,Equatorial Guinea,"Mbwana Samatta, Karl Toko Ekambi, Ali Maâloul",True,73,94.78,10345904.41,"€10,373,405.40 - Victor Osimhen",Championship Clause Activation,lori.roberson@barajas.biz,+240802189589,4.77,18,"Spanish, Arabic","Contract Negotiation, Player Marketing",2024-07-24,"Russell, Holmes and Dodson"
Jeffrey Evans,FA4983B2E0,North Africa,Algeria,"Aymen Dahmen, Ali Maâloul, Yassine Bounou",False,13,86.22,10942883.69,"€14,130,795.30 - Achraf Hakimi",Buyout Clause Protection,jeffrey.evans@park-johnson.com,+213739284740,4.81,18,"English, Arabic, Spanish","Talent Scouting, Contract Negotiation",2025-02-02,"Murphy, Jimenez and Brown"
Joshua Rodriguez,FAC8D5283E,Central Africa,Chad,"Samuel Chukwueze, Karl Toko Ekambi",False,58,63.03,12801909.84,"€13,971,606.35 - Seifeddine Jaziri",Endorsement Deal Integration,joshua.rodriguez@thomas.biz,+235901990715,4.65,24,"French, English, Spanish","International Transfers, Player Marketing",2024-05-07,"Davis, Roberts and Soto"
Karen Gardner,FA18151A66,North Africa,Libya,"Édouard Mendy, Frank Kessié, Edmond Tapsoba",True,23,84.89,1479144.73,"€6,805,575.90 - Michael Olunga",Loyalty Bonus Included,karen.gardner@quinn-duke.org,+218833468398,4.74,14,"Arabic, Spanish, Swahili, English","International Transfers, Talent Scouting, Contract Negotiation",2024-09-06,Maddox-Perry
Margaret Richardson,FA7B93DA94,North Africa,Sudan,"Frank Kessié, Wahbi Khazri, André Onana, Edmond Tapsoba",False,97,84.23,5509774.87,"€19,440,913.76 - Percy Tau",Performance-based + Image Rights,margaret.richardson@thompson.com,+249527229540,3.88,18,"Arabic, Spanish, French","Career Development, Player Marketing, International Transfers",2025-01-09,Hernandez-Boyd
Andrea Lopez,FA2954867C,East Africa,Comoros,"Achraf Hakimi, Youssef Msakni, Percy Tau",False,99,83.23,14957618.92,"€21,469,194.62 - Yassine Bounou",Incentive-driven Performance,andrea.lopez@smith.com,+269443577224,3.51,26,"Swahili, Arabic, English, French","International Transfers, Career Development",2024-03-13,Harmon-Rangel
Jessica Larson,FA0556FB34,North Africa,Western Sahara,"Wilfried Zaha, Aymen Balbouli, Anis Ben Slimane, Frank Kessié",False,89,69.8,7626567.95,"€13,024,785.86 - Mohamed Salah",Incentive-driven Performance,jessica.larson@holland.info,+000466888096,4.46,19,"Arabic, French, Swahili, English","International Transfers, Player Marketing",2024-07-12,"Richardson, Montgomery and Williams"
Rhonda Moran,FAF980A245,Southern Africa,South Africa,"Sadio Mané, Yassine Bounou, Percy Tau",False,67,82.36,6266186.76,"€18,379,340.00 - Chancel Mbemba",Renewal Option at Club’s Discretion,rhonda.moran@gonzales.com,+27949769936,3.83,17,"English, Swahili","Player Marketing, Talent Scouting, Career Development",2024-12-28,Miller LLC
James Smith,FA12ACA945,Central Africa,Cameroon,"Édouard Mendy, Chancel Mbemba",True,68,63.9,13641768.66,"€22,377,919.24 - Karl Toko Ekambi",Renewal Option at Club’s Discretion,james.smith@hunter.com,+237307883422,4.0,22,"Arabic, Portuguese, English","Youth Development, Player Marketing",2024-04-07,King PLC
Felicia Douglas,FAC7E7BF03,West Africa,Gambia,"Édouard Mendy, Yassine Bounou, Ali Maâloul, Mohamed Salah",True,93,64.24,13602662.98,"€21,630,653.19 - Mbwana Samatta",No-trade Clause,felicia.douglas@horton.com,+220686555941,4.32,5,"Spanish, Arabic, French","Career Development, Youth Development, International Transfers",2024-11-08,Castro Ltd
Richard Pope,FAE4ED8A87,Southern Africa,Botswana,"Patson Daka, Wilfried Zaha, Thomas Partey, Seifeddine Jaziri",True,87,80.64,10048684.99,"€10,516,142.72 - Frank Kessié",Balanced Terms with Bonuses,richard.pope@griffin.com,+267628046276,4.49,22,"French, Portuguese, Swahili, Arabic","Youth Development, International Transfers",2024-12-28,Woods Inc
Lisa Goodman,FAB0D03B2F,East Africa,Rwanda,"Frank Kessié, Mbwana Samatta, Kalidou Koulibaly, Vincent Aboubakar",True,21,70.74,14467948.83,"€20,280,456.47 - Kalidou Koulibaly",Endorsement Deal Integration,lisa.goodman@parrish-hurley.net,+250806418201,4.57,6,"Arabic, French, Portuguese","Player Marketing, International Transfers",2025-02-11,Crane PLC
Deanna Taylor,FA011874AC,Southern Africa,Eswatini (Swaziland),"Édouard Mendy, Ali Maâloul, Wilfried Zaha",True,95,86.14,10447884.1,"€13,272,049.45 - Michael Olunga",Buyout Clause Protection,deanna.taylor@williams-roman.com,+268413666810,4.27,2,"Arabic, Swahili, English","Contract Negotiation, Career Development, Player Marketing",2024-06-23,Murray-Mendoza
Brittney Owens,FA550B6345,West Africa,Guinea,"Anis Ben Slimane, Patson Daka",True,99,91.11,3586809.8,"€7,283,292.09 - Wahbi Khazri",Balanced Terms with Bonuses,brittney.owens@meyer-mcintosh.com,+224831047256,3.64,2,"French, Swahili, English, Spanish","Youth Development, Player Marketing, Contract Negotiation",2024-06-25,"Buchanan, Cunningham and Burgess"
Darrell Moran,FAC25E6D30,West Africa,Cape Verde,"Frank Kessié, Samuel Chukwueze, Ali Maâloul, Chancel Mbemba",False,55,79.8,2936116.55,"€8,211,455.45 - Edmond Tapsoba",Endorsement Deal Integration,darrell.moran@smith.com,+238820909145,4.18,13,"English, Swahili","International Transfers, Player Marketing, Career Development",2024-08-23,Coleman-Stuart
Michelle Thomas,FA2B3AE8E7,West Africa,Liberia,"Kalidou Koulibaly, Percy Tau",True,46,67.0,3091478.05,"€13,341,417.78 - Kalidou Koulibaly",Renewal Option at Club’s Discretion,michelle.thomas@ellis.com,+231456263540,4.58,29,"French, Swahili","International Transfers, Contract Negotiation, Player Marketing",2024-07-16,"Holland, Hood and Baker"
Cynthia Charles,FA1457A5A1,West Africa,Mauritania,"Aymen Balbouli, Youssef Msakni, Edmond Tapsoba, Patson Daka",False,71,67.71,7422779.0,"€14,418,139.06 - Anis Ben Slimane",Signing-on Fee Included,cynthia.charles@holloway.com,+222598006707,3.51,4,"Arabic, English, Portuguese","Career Development, Youth Development, Talent Scouting",2024-12-17,"Jennings, Ellis and Simmons"
Mary Mercer,FA1FD14D73,East Africa,Mozambique,"Youssef Msakni, Sadio Mané, Mohamed Salah",False,37,61.12,1730355.48,"€7,525,762.57 - Kalidou Koulibaly",Appearance-based Bonuses,mary.mercer@neal-allen.com,+258831622017,4.63,30,"English, French","Player Marketing, Career Development",2024-03-26,Patterson-Blackburn
Charles Jackson,FA71DAFCCA,West Africa,Liberia,"Patson Daka, Chancel Mbemba, Victor Osimhen",True,10,80.11,12612871.18,"€18,298,360.73 - Sadio Mané",Renewal Option at Club’s Discretion,charles.jackson@anderson-tyler.biz,+231057564752,4.1,11,"English, Portuguese, Arabic","International Transfers, Player Marketing, Contract Negotiation",2024-11-13,Strong-Simpson
Jeffrey Lawson,FADA20A0F8,Central Africa,Democratic Republic of the Congo,"Wahbi Khazri, Riyad Mahrez, Mbwana Samatta",True,76,85.55,4698634.02,"€7,462,815.51 - Aymen Balbouli",Market Value Dependent,jeffrey.lawson@george.com,+243496959599,4.3,29,"Arabic, French, Swahili","Youth Development, Talent Scouting",2024-11-17,"Fisher, Wallace and Ward"
Robert Rose,FA095A6AD2,West Africa,Mali,"Mohamed Salah, Inaki Williams, Percy Tau, Riyad Mahrez",False,43,91.67,6720627.71,"€9,107,703.69 - Mohamed Salah",Youth Development Oriented,robert.rose@robles.com,+223476050112,4.58,19,"Portuguese, Arabic, Spanish, English","International Transfers, Talent Scouting, Youth Development",2024-05-09,Fleming PLC
Debra Aguilar,FA71147BF3,East Africa,Malawi,"Wilfried Zaha, Aymen Dahmen, Percy Tau",False,39,92.5,10880502.01,"€16,249,337.98 - Inaki Williams",High Base + Short Duration,debra.aguilar@murray.org,+265436855459,4.15,25,"Portuguese, Spanish","Career Development, Contract Negotiation",2024-04-27,Suarez-Perez
Gerald Whitney,FA8AC78808,East Africa,Kenya,"Anis Ben Slimane, Yassine Bounou, Karl Toko Ekambi, Aymen Dahmen",False,11,75.21,13339487.46,"€17,271,315.00 - Achraf Hakimi",Experience-based Scaling,gerald.whitney@glover.biz,+254095007785,4.35,18,"English, Arabic","Youth Development, Contract Negotiation, Career Development",2024-09-29,"Bates, Martinez and Parker"
Kristin Medina,FA7CAE95B9,North Africa,Egypt,"Ali Maâloul, Wilfried Zaha, Michael Olunga",True,11,67.56,6297272.53,"€7,806,248.83 - Inaki Williams",Market Value Dependent,kristin.medina@clark.org,+20213289527,4.88,1,"Arabic, English","Contract Negotiation, Player Marketing",2024-08-15,Lee-Clark
Gabriel Spence,FAF50E8B1D,North Africa,Algeria,"Riyad Mahrez, Chancel Mbemba",True,64,61.42,4690118.85,"€7,304,947.49 - Thomas Partey",Sponsorship-linked Earnings,gabriel.spence@ramos.com,+213037935363,4.74,6,"Arabic, English","Talent Scouting, Career Development",2025-02-22,"Williams, Williams and Underwood"
Paula Gray,FA53A4220E,Central Africa,Democratic Republic of the Congo,"Riyad Mahrez, André Onana, Achraf Hakimi",True,55,92.28,4128607.05,"€13,487,148.23 - Achraf Hakimi",Signing-on Fee Included,paula.gray@beasley.com,+243097831272,3.84,4,"Spanish, Arabic, Portuguese","Contract Negotiation, Player Marketing, Youth Development",2025-02-20,Gonzalez Group
Brian Melton,FA4D56B5DB,Southern Africa,Namibia,"Sadio Mané, Inaki Williams, Kalidou Koulibaly",False,97,89.45,1862190.46,"€14,565,044.34 - Wahbi Khazri",Balanced Terms with Bonuses,brian.melton@davis.biz,+264702897569,3.54,25,"Spanish, Portuguese, Arabic, English","Youth Development, International Transfers, Player Marketing",2024-06-12,Meadows and Sons
Douglas Evans,FAD75E9A8D,Central Africa,Democratic Republic of the Congo,"Youssef Msakni, Wilfried Zaha, Aymen Balbouli, Sadio Mané",True,55,85.31,2100994.2,"€15,167,484.27 - André Onana",Medical & Injury Coverage,douglas.evans@poole.org,+243373421327,3.94,1,"Spanish, Portuguese, English, Swahili","Player Marketing, Career Development, International Transfers",2024-06-26,"Johnson, Avila and Hansen"
John Gray,FAB6186AD6,East Africa,Uganda,"André Onana, Mohamed Salah",False,87,62.53,10818012.55,"€17,009,619.73 - Aymen Balbouli",Medical & Injury Coverage,john.gray@watson-barnett.com,+256876251539,4.57,9,"Swahili, Portuguese, Spanish, French","Youth Development, Player Marketing, Talent Scouting",2024-05-07,Lopez-Joseph
Nicole Bryant,FA4DFFF439,East Africa,Rwanda,"Edmond Tapsoba, Karl Toko Ekambi, Mbwana Samatta",False,88,89.32,10640720.66,"€16,868,101.49 - Riyad Mahrez",Medical & Injury Coverage,nicole.bryant@hunter.com,+250245177141,4.6,13,"Swahili, Arabic, Portuguese, Spanish","Career Development, Player Marketing",2025-01-28,Gray Inc
Laura Rogers,FAED120529,North Africa,Libya,"Thomas Partey, Edmond Tapsoba, Vincent Aboubakar, Achraf Hakimi",False,70,74.25,9622138.41,"€18,627,579.50 - Chancel Mbemba",Signing-on Fee Included,laura.rogers@miller.com,+218275417742,3.95,23,"Arabic, Swahili, Spanish, Portuguese","Youth Development, Talent Scouting, International Transfers",2024-04-19,"Morgan, Burgess and Reeves"
Sarah Martinez,FA2F4C9174,West Africa,Burkina Faso,"Frank Kessié, Ali Maâloul",False,6,94.99,11322567.12,"€11,882,450.32 - André Onana",Endorsement Deal Integration,sarah.martinez@hill-robertson.info,+226298778401,3.53,18,"Portuguese, English, French","Contract Negotiation, Talent Scouting, Player Marketing",2024-06-15,Walls Ltd
Dana Sullivan,FAB6B233A0,Central Africa,Central African Republic,"Percy Tau, Wahbi Khazri",False,41,97.21,13799612.8,"€16,342,364.66 - André Onana",High Base + Short Duration,dana.sullivan@davis-white.com,+236208065461,4.32,21,"Arabic, Swahili, French, English","Career Development, Contract Negotiation, Player Marketing",2024-10-12,"Kramer, Collins and Miranda"
John Roberts,FAA8C3588E,East Africa,South Sudan,"Chancel Mbemba, Aymen Dahmen, Anis Ben Slimane, Thomas Partey",False,8,61.62,13713960.0,"€15,154,218.97 - Frank Kessié",Relegation Release Clause,john.roberts@reeves-martinez.com,+211836180345,3.52,26,"Portuguese, English, Swahili, Spanish","International Transfers, Career Development, Contract Negotiation",2024-11-18,Neal-Poole
Michael Perkins,FADF870BFF,East Africa,South Sudan,"Mohamed Salah, Patson Daka, Achraf Hakimi",True,47,76.05,13129767.81,"€18,049,367.19 - Percy Tau",Endorsement Deal Integration,michael.perkins@lee.com,+211607670858,4.47,26,"English, French","Career Development, International Transfers",2024-09-01,Palmer Group
Robert Stone,FA5274F286,East Africa,Mozambique,"Aymen Balbouli, Kalidou Koulibaly, Inaki Williams",True,54,88.43,11586243.63,"€18,057,510.25 - Frank Kessié",Endorsement Deal Integration,robert.stone@miller-oneill.com,+258626857914,4.19,4,"Swahili, English, Arabic","Player Marketing, Talent Scouting",2024-03-29,Thomas-Parker
Joshua Brown,FAF9FD1817,Southern Africa,Botswana,"Anis Ben Slimane, Aymen Dahmen, Chancel Mbemba",False,48,76.49,3861166.64,"€4,357,725.95 - Patson Daka",High Base + Short Duration,joshua.brown@hudson.com,+267806913904,4.1,6,"Arabic, Spanish, Swahili","Youth Development, Career Development",2024-04-22,"White, Russo and Thomas"
Jonathan Bradley,FAD55259ED,Central Africa,Gabon,"Achraf Hakimi, Aymen Dahmen",True,40,89.98,11453380.96,"€14,057,630.80 - Sadio Mané",Incentive-driven Performance,jonathan.bradley@clark.com,+241580868829,3.57,8,"Spanish, Arabic, English","Player Marketing, Contract Negotiation, Youth Development",2024-11-17,Moyer LLC
William Long,FA4BBEBC92,North Africa,Western Sahara,"Wilfried Zaha, Seifeddine Jaziri",False,41,76.89,9900675.8,"€17,581,926.88 - Mohamed Salah",Appearance-based Bonuses,william.long@sanchez.biz,+000486595781,4.75,10,"Arabic, Portuguese, French","Talent Scouting, Contract Negotiation, Player Marketing",2024-08-25,Parsons Inc
Lisa Johnson,FAA9166D61,Southern Africa,South Africa,"Kalidou Koulibaly, Patson Daka, Édouard Mendy, Thomas Partey",False,69,73.54,7093061.0,"€13,779,158.08 - Sadio Mané",Market Value Dependent,lisa.johnson@gutierrez-johnson.net,+27120840394,4.35,10,"Portuguese, Swahili","Talent Scouting, International Transfers, Youth Development",2024-11-29,Friedman Group
Wanda Smith,FA227A3B05,North Africa,Tunisia,"Thomas Partey, Anis Ben Slimane",False,16,95.02,4715779.3,"€8,340,194.78 - Wahbi Khazri",Sponsorship-linked Earnings,wanda.smith@hill.com,+216597540676,4.5,15,"English, French, Spanish, Swahili","International Transfers, Player Marketing",2024-05-03,Thomas-Santos
Frances Murphy,FA6694B9C9,East Africa,Ethiopia,"Mohamed Salah, Riyad Mahrez, André Onana",False,92,82.74,1674629.6,"€9,024,955.96 - Frank Kessié",Youth Development Oriented,frances.murphy@yu-bentley.com,+251632719259,4.47,29,"English, Swahili","Contract Negotiation, Career Development",2024-03-01,Reed-Blankenship
Darrell Garza,FA98330EC8,Southern Africa,Eswatini (Swaziland),"Ali Maâloul, Aymen Dahmen, Michael Olunga",True,92,84.61,10039737.65,"€15,583,869.54 - Sadio Mané",Balanced Terms with Bonuses,darrell.garza@butler-wilson.com,+268675832778,3.93,17,"French, Portuguese, Spanish","Career Development, Talent Scouting",2024-05-11,Oconnell-Ford
Lauren Vasquez,FAFE8F0C14,Southern Africa,South Africa,"Yassine Bounou, Aymen Balbouli, Youssef Msakni",False,59,71.33,10571318.25,"€15,979,071.19 - Riyad Mahrez",Buyout Clause Protection,lauren.vasquez@bradshaw.biz,+27711210708,4.33,3,"Spanish, Portuguese","Player Marketing, Youth Development, International Transfers",2024-07-08,Hogan-Hill
Lisa Williams,FAC2F0FC37,East Africa,Rwanda,"Youssef Msakni, Mohamed Salah, Edmond Tapsoba, Percy Tau",False,86,93.2,2329547.71,"€21,175,118.22 - Sadio Mané",Experience-based Scaling,lisa.williams@mcclure.org,+250847518345,4.11,5,"French, Spanish","Youth Development, Player Marketing, Career Development",2024-12-02,Mccarthy Ltd
Jeffery Andrews,FA633B4D2A,East Africa,Ethiopia,"Vincent Aboubakar, Édouard Mendy, Ali Maâloul",True,92,67.7,9377404.5,"€9,829,195.68 - Frank Kessié",Appearance-based Bonuses,jeffery.andrews@reeves.com,+251827675134,4.7,3,"Arabic, Portuguese, Spanish","Contract Negotiation, Talent Scouting, International Transfers",2024-02-28,Freeman-Price
Omar White,FA5D302A4D,Central Africa,Democratic Republic of the Congo,"Édouard Mendy, Inaki Williams",False,26,69.37,11623059.33,"€20,792,155.11 - Seifeddine Jaziri",Experience-based Scaling,omar.white@patterson.org,+243143693089,4.87,3,"Swahili, Spanish, English, French","Player Marketing, Youth Development",2024-09-26,West Inc
Christine Smith,FA0E9FC491,Southern Africa,Namibia,"Vincent Aboubakar, Percy Tau, Sadio Mané",True,73,91.67,3468384.93,"€11,046,513.77 - Édouard Mendy",Signing-on Fee Included,christine.smith@murphy.com,+264286615903,4.71,4,"French, Spanish, Arabic, Portuguese","Player Marketing, Contract Negotiation, Youth Development",2024-03-28,Price-Moore
Kurt Harrison,FAE71A269F,East Africa,Uganda,"Patson Daka, Inaki Williams, Percy Tau, Édouard Mendy",True,7,88.25,11907842.87,"€17,741,751.72 - Anis Ben Slimane",Revenue-sharing from Transfers,kurt.harrison@dixon.com,+256850828916,3.69,10,"Spanish, Arabic, Swahili","Youth Development, Talent Scouting",2024-09-14,"West, Blevins and Garcia"
Lynn Bell,FA42365DE7,North Africa,Tunisia,"Wahbi Khazri, Aymen Dahmen",False,65,75.13,4494722.89,"€10,332,418.14 - Aymen Dahmen",Youth Development Oriented,lynn.bell@myers-hansen.biz,+216346907406,3.96,21,"Arabic, English, French, Swahili","Youth Development, Contract Negotiation",2024-08-16,Rogers and Sons
Tracey Singleton,FA9ED0FD78,Southern Africa,Eswatini (Swaziland),"Anis Ben Slimane, Mohamed Salah, Chancel Mbemba",True,97,73.83,9342042.97,"€11,254,759.04 - Seifeddine Jaziri",Buyout Clause Protection,tracey.singleton@robles.info,+268521818638,4.02,8,"French, Spanish, Portuguese, Swahili","Talent Scouting, Career Development, Youth Development",2024-10-07,Robles-Myers
Carrie Morales,FAE0F8C191,West Africa,Ghana,"Riyad Mahrez, Wahbi Khazri",True,45,63.51,5097951.48,"€10,253,366.19 - Mbwana Samatta",Revenue-sharing from Transfers,carrie.morales@daniel.com,+233657561328,3.55,12,"Arabic, Swahili","Player Marketing, Career Development",2024-06-23,"Perry, Hoover and Ford"
Robert Gonzalez,FA78C4E842,West Africa,Sierra Leone,"Sadio Mané, Michael Olunga, Inaki Williams, Kalidou Koulibaly",True,47,94.16,1350927.29,"€8,344,491.44 - Riyad Mahrez",Experience-based Scaling,robert.gonzalez@carter-larsen.info,+232090985750,4.86,2,"Portuguese, Arabic, English","Career Development, Talent Scouting",2024-10-22,Graham Inc
